,road,chainage,lrp,lat,lon,gap,type,name,condition,bridgedual,idx,crossing
12983,N805,69.812,LRP_CROSS_71883,23.0129167,89.8439719,,Crossing,Start from Bhanga More and Intersection of N805 and N804 &N8.,,,71883,71884
26106,R850,36.28748873557707,LRP_CROSS_71884,23.0129167,89.8439719,,Crossing,Start of road from N8 at round about Takerhat Bus stand.,,,71884,71883
12983,N805,69.812,LRP_CROSS_71885,23.0129167,89.8439719,,Crossing,Start from Bhanga More and Intersection of N805 and N804 &N8.,,,71885,71886
26196,R851,0.4726401261958184,LRP_CROSS_71886,23.0129167,89.8439719,,Crossing,Start of road from R850 infront of Goapalgonj Road Division,,,71886,71885
12983,N805,69.812,LRP_CROSS_71887,23.0129167,89.8439719,,Crossing,Start from Bhanga More and Intersection of N805 and N804 &N8.,,,71887,71888
65901,Z8031,45.15,LRP_CROSS_71888,23.0129167,89.8439719,,Crossing,Start from N 8 at Gourandi Bus stand Barisal.,,,71888,71887
26106,R850,36.28748873557707,LRP_CROSS_71889,23.0129167,89.8439719,,Crossing,Start of road from N8 at round about Takerhat Bus stand.,,,71889,71890
26196,R851,0.4726401261958184,LRP_CROSS_71890,23.0129167,89.8439719,,Crossing,Start of road from R850 infront of Goapalgonj Road Division,,,71890,71889
26106,R850,36.28748873557707,LRP_CROSS_71891,23.0129167,89.8439719,,Crossing,Start of road from N8 at round about Takerhat Bus stand.,,,71891,71892
65901,Z8031,45.15,LRP_CROSS_71892,23.0129167,89.8439719,,Crossing,Start from N 8 at Gourandi Bus stand Barisal.,,,71892,71891
26196,R851,0.4726401261958184,LRP_CROSS_71893,23.0129167,89.8439719,,Crossing,Start of road from R850 infront of Goapalgonj Road Division,,,71893,71894
65901,Z8031,45.15,LRP_CROSS_71894,23.0129167,89.8439719,,Crossing,Start from N 8 at Gourandi Bus stand Barisal.,,,71894,71893
12983,N805,72.85908045977432,LRP_CROSS_71895,22.989416300000002,89.8290549,,Crossing,Start from Bhanga More and Intersection of N805 and N804 &N8.,,,71895,71896
26106,R850,39.28566489003091,LRP_CROSS_71896,22.989416300000002,89.8290549,,Crossing,Start of road from N8 at round about Takerhat Bus stand.,,,71896,71895
12983,N805,72.85908045977432,LRP_CROSS_71897,22.989416300000002,89.8290549,,Crossing,Start from Bhanga More and Intersection of N805 and N804 &N8.,,,71897,71898
67930,Z8408,0.2470000000005557,LRP_CROSS_71898,22.989416300000002,89.8290549,,Crossing,Start of road from N805 at Borashi.,,,71898,71897
26106,R850,39.28566489003091,LRP_CROSS_71899,22.989416300000002,89.8290549,,Crossing,Start of road from N8 at round about Takerhat Bus stand.,,,71899,71900
67930,Z8408,0.2470000000005557,LRP_CROSS_71900,22.989416300000002,89.8290549,,Crossing,Start of road from N805 at Borashi.,,,71900,71899
13427,N806,41.099277759453656,LRP_CROSS_71901,23.18819376697692,89.34694618704233,,Crossing,Start at Bhatiapara intersect N805,,,71901,71902
62281,Z7501,0.00948655602593444,LRP_CROSS_71902,23.18819376697692,89.34694618704233,,Crossing,"Start of Road from Jessore Narail Road R-750 about 300 M from Charavita bazar towards jessore, Bagherpara more, Jessore.",,,71902,71901
13427,N806,8.369,LRP_CROSS_71903,23.1809993,89.6476941,,Crossing,Start at Bhatiapara intersect N805,,,71903,71904
62406,Z7503,0.0,LRP_CROSS_71904,23.1809993,89.6476941,,Crossing,"Start of road from N806 at Lohagara , Narail.",,,71904,71903
13427,N806,8.369,LRP_CROSS_71905,23.1809993,89.6476941,,Crossing,Start at Bhatiapara intersect N805,,,71905,71906
62548,Z7506,0.15715881746882493,LRP_CROSS_71906,23.1809993,89.6476941,,Crossing,"Start of road at Trimohoni,Jaypur,Nahata 25 km",,,71906,71905
62406,Z7503,0.0,LRP_CROSS_71907,23.1809993,89.6476941,,Crossing,"Start of road from N806 at Lohagara , Narail.",,,71907,71908
62548,Z7506,0.15715881746882493,LRP_CROSS_71908,23.1809993,89.6476941,,Crossing,"Start of road at Trimohoni,Jaypur,Nahata 25 km",,,71908,71907
13427,N806,30.825477137496044,LRP_CROSS_71909,23.166403671185428,89.44299029462042,,Crossing,Start at Bhatiapara intersect N805,,,71909,71910
62492,Z7504,0.004229822111720144,LRP_CROSS_71910,23.166403671185428,89.44299029462042,,Crossing,"Start at Tularampur in front of RHD Sign board from R-750,Narail.",,,71910,71909
13572,N809,66.15458092360325,LRP_CROSS_71911,22.932559486275636,90.8107217394357,,Crossing,"Start from N8 at Amtali Medical more,Barishal",,,71911,71912
14051,R140,107.73680327366222,LRP_CROSS_71912,22.932559486275636,90.8107217394357,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71912,71911
13572,N809,66.15458092360325,LRP_CROSS_71913,22.932559486275636,90.8107217394357,,Crossing,"Start from N8 at Amtali Medical more,Barishal",,,71913,71914
14841,R147,2.1992207147685594,LRP_CROSS_71914,22.932559486275636,90.8107217394357,,Crossing,Road start from Lakshmipur town Bridge(Tero baki),,,71914,71913
14051,R140,107.73680327366222,LRP_CROSS_71915,22.932559486275636,90.8107217394357,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71915,71916
14841,R147,2.1992207147685594,LRP_CROSS_71916,22.932559486275636,90.8107217394357,,Crossing,Road start from Lakshmipur town Bridge(Tero baki),,,71916,71915
13717,R110,6.17951872776108,LRP_CROSS_71917,23.719823979876097,90.49048299080046,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,71917,71918
13795,R112,0.012301987782058528,LRP_CROSS_71918,23.719823979876097,90.49048299080046,,Crossing,"R110 , Demra- Narayanganj road",,,71918,71917
13717,R110,6.17951872776108,LRP_CROSS_71919,23.719823979876097,90.49048299080046,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,71919,71920
16573,R201,2.118735926699708,LRP_CROSS_71920,23.719823979876097,90.49048299080046,,Crossing,Start of road from n2 at Tarabo Round about,,,71920,71919
13795,R112,0.012301987782058528,LRP_CROSS_71921,23.719823979876097,90.49048299080046,,Crossing,"R110 , Demra- Narayanganj road",,,71921,71922
16573,R201,2.118735926699708,LRP_CROSS_71922,23.719823979876097,90.49048299080046,,Crossing,Start of road from n2 at Tarabo Round about,,,71922,71921
13717,R110,3.519062698359263,LRP_CROSS_71923,23.716891500666176,90.46847342636401,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,71923,71924
32457,Z1102,3.4658304613655546,LRP_CROSS_71924,23.716891500666176,90.46847342636401,,Crossing,Road Start from N1 at Matul,,,71924,71923
13795,R112,5.930417581671323,LRP_CROSS_71925,23.75284258806157,90.45215741193843,,Crossing,"R110 , Demra- Narayanganj road",,,71925,71926
25752,R802,3.064153825824725,LRP_CROSS_71926,23.75284258806157,90.45215741193843,,Crossing,Start of road from Basabo Bishwa road end of Fly over.,,,71926,71925
13795,R112,5.930417581671323,LRP_CROSS_71927,23.75284258806157,90.45215741193843,,Crossing,"R110 , Demra- Narayanganj road",,,71927,71928
31116,Z1060,1.316925001407073,LRP_CROSS_71928,23.75284258806157,90.45215741193843,,Crossing,The road starts from R112,,,71928,71927
25752,R802,3.064153825824725,LRP_CROSS_71929,23.75284258806157,90.45215741193843,,Crossing,Start of road from Basabo Bishwa road end of Fly over.,,,71929,71930
31116,Z1060,1.316925001407073,LRP_CROSS_71930,23.75284258806157,90.45215741193843,,Crossing,The road starts from R112,,,71930,71929
13795,R112,4.065178364831587,LRP_CROSS_71931,23.746332891715344,90.47154037953412,,Crossing,"R110 , Demra- Narayanganj road",,,71931,71932
31116,Z1060,0.08340829869947053,LRP_CROSS_71932,23.746332891715344,90.47154037953412,,Crossing,The road starts from R112,,,71932,71931
13795,R112,4.065178364831587,LRP_CROSS_71933,23.746332891715344,90.47154037953412,,Crossing,"R110 , Demra- Narayanganj road",,,71933,71934
32457,Z1102,7.117546290684654,LRP_CROSS_71934,23.746332891715344,90.47154037953412,,Crossing,Road Start from N1 at Matul,,,71934,71933
31116,Z1060,0.08340829869947053,LRP_CROSS_71935,23.746332891715344,90.47154037953412,,Crossing,The road starts from R112,,,71935,71936
32457,Z1102,7.117546290684654,LRP_CROSS_71936,23.746332891715344,90.47154037953412,,Crossing,Road Start from N1 at Matul,,,71936,71935
13847,R114,9.32010959304883,LRP_CROSS_71937,23.789402380498675,90.6541705262309,,Crossing,Road Start at Intersection of N 105 &  R 114 at Nayapur.,,,71937,71938
16614,R203,9.104824605165252,LRP_CROSS_71938,23.789402380498675,90.6541705262309,,Crossing,Road start from N-2 at Bhulta.,,,71938,71937
13847,R114,29.414,LRP_CROSS_71939,23.9313049,90.7245271,,Crossing,Road Start at Intersection of N 105 &  R 114 at Nayapur.,,,71939,71940
16931,R210,4.99,LRP_CROSS_71940,23.9313049,90.7245271,,Crossing,Start of Road from N2 at Shahepratap,,,71940,71939
3445,N2,34.932487181136636,LRP_CROSS_71941,23.913344152082175,90.70041930391946,,Crossing,Road Start from N1 at Katchpur,,,71941,71942
13847,R114,25.95082180678902,LRP_CROSS_71942,23.913344152082175,90.70041930391946,,Crossing,Road Start at Intersection of N 105 &  R 114 at Nayapur.,,,71942,71941
3445,N2,34.932487181136636,LRP_CROSS_71943,23.913344152082175,90.70041930391946,,Crossing,Road Start from N1 at Katchpur,,,71943,71944
16931,R210,1.32470407875596,LRP_CROSS_71944,23.913344152082175,90.70041930391946,,Crossing,Start of Road from N2 at Shahepratap,,,71944,71943
3445,N2,34.932487181136636,LRP_CROSS_71945,23.913344152082175,90.70041930391946,,Crossing,Road Start from N1 at Katchpur,,,71945,71946
40080,Z2055,1.251791675128655,LRP_CROSS_71946,23.913344152082175,90.70041930391946,,Crossing,The road starts from Drainbipur,,,71946,71945
13847,R114,25.95082180678902,LRP_CROSS_71947,23.913344152082175,90.70041930391946,,Crossing,Road Start at Intersection of N 105 &  R 114 at Nayapur.,,,71947,71948
16931,R210,1.32470407875596,LRP_CROSS_71948,23.913344152082175,90.70041930391946,,Crossing,Start of Road from N2 at Shahepratap,,,71948,71947
13847,R114,25.95082180678902,LRP_CROSS_71949,23.913344152082175,90.70041930391946,,Crossing,Road Start at Intersection of N 105 &  R 114 at Nayapur.,,,71949,71950
40080,Z2055,1.251791675128655,LRP_CROSS_71950,23.913344152082175,90.70041930391946,,Crossing,The road starts from Drainbipur,,,71950,71949
16931,R210,1.32470407875596,LRP_CROSS_71951,23.913344152082175,90.70041930391946,,Crossing,Start of Road from N2 at Shahepratap,,,71951,71952
40080,Z2055,1.251791675128655,LRP_CROSS_71952,23.913344152082175,90.70041930391946,,Crossing,The road starts from Drainbipur,,,71952,71951
14039,R120,0.6195066603423531,LRP_CROSS_71953,23.8730827,91.2105239815017,,Crossing,Start of Road Akhaura Town by pass,,,71953,71954
33156,Z1202,9.524986943409562,LRP_CROSS_71954,23.8730827,91.2105239815017,,Crossing,Road start from N-102 at Dharkhar.,,,71954,71953
14039,R120,0.6195066603423531,LRP_CROSS_71955,23.8730827,91.2105239815017,,Crossing,Start of Road Akhaura Town by pass,,,71955,71956
33475,Z1216,8.803086195350671,LRP_CROSS_71956,23.8730827,91.2105239815017,,Crossing,Road start from N102 at Sultanpur.,,,71956,71955
33156,Z1202,9.524986943409562,LRP_CROSS_71957,23.8730827,91.2105239815017,,Crossing,Road start from N-102 at Dharkhar.,,,71957,71958
33475,Z1216,8.803086195350671,LRP_CROSS_71958,23.8730827,91.2105239815017,,Crossing,Road start from N102 at Sultanpur.,,,71958,71957
2402,N104,36.02687374323543,LRP_CROSS_71959,22.94476861207698,91.10469582039684,,Crossing,Intersection with Z1031,,,71959,71960
14051,R140,138.62762488567026,LRP_CROSS_71960,22.94476861207698,91.10469582039684,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71960,71959
2402,N104,36.02687374323543,LRP_CROSS_71961,22.94476861207698,91.10469582039684,,Crossing,Intersection with Z1031,,,71961,71962
14620,R142,0.008302679404439335,LRP_CROSS_71962,22.94476861207698,91.10469582039684,,Crossing,Road start from Intersection of R140 & N 104 at Begomgonj Zero point.,,,71962,71961
14051,R140,138.62762488567026,LRP_CROSS_71963,22.94476861207698,91.10469582039684,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71963,71964
14620,R142,0.008302679404439335,LRP_CROSS_71964,22.94476861207698,91.10469582039684,,Crossing,Road start from Intersection of R140 & N 104 at Begomgonj Zero point.,,,71964,71963
14051,R140,20.693360282412048,LRP_CROSS_71965,23.310575993030458,91.08437982334112,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71965,71966
30508,Z1047,7.641765616952609,LRP_CROSS_71966,23.310575993030458,91.08437982334112,,Crossing,Road Start from R141 at HarishChar Bazar,,,71966,71965
14051,R140,14.271244305508606,LRP_CROSS_71967,23.34887735212099,91.13024750721708,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71967,71968
30690,Z1049,0.001291038442014454,LRP_CROSS_71968,23.34887735212099,91.13024750721708,,Crossing,Start of road from Z1401 at Mogbari Busstand.,,,71968,71967
14051,R140,14.271244305508606,LRP_CROSS_71969,23.34887735212099,91.13024750721708,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71969,71970
33727,Z1401,0.8209321498863122,LRP_CROSS_71970,23.34887735212099,91.13024750721708,,Crossing,Start of Road from R 140 at Lalmai,,,71970,71969
14051,R140,14.271244305508606,LRP_CROSS_71971,23.34887735212099,91.13024750721708,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71971,71972
34977,Z1423,13.189778583253906,LRP_CROSS_71972,23.34887735212099,91.13024750721708,,Crossing,"Start of Road at Pepulia, near Pupulia Bridge",,,71972,71971
30690,Z1049,0.001291038442014454,LRP_CROSS_71973,23.34887735212099,91.13024750721708,,Crossing,Start of road from Z1401 at Mogbari Busstand.,,,71973,71974
33727,Z1401,0.8209321498863122,LRP_CROSS_71974,23.34887735212099,91.13024750721708,,Crossing,Start of Road from R 140 at Lalmai,,,71974,71973
30690,Z1049,0.001291038442014454,LRP_CROSS_71975,23.34887735212099,91.13024750721708,,Crossing,Start of road from Z1401 at Mogbari Busstand.,,,71975,71976
34977,Z1423,13.189778583253906,LRP_CROSS_71976,23.34887735212099,91.13024750721708,,Crossing,"Start of Road at Pepulia, near Pupulia Bridge",,,71976,71975
33727,Z1401,0.8209321498863122,LRP_CROSS_71977,23.34887735212099,91.13024750721708,,Crossing,Start of Road from R 140 at Lalmai,,,71977,71978
34977,Z1423,13.189778583253906,LRP_CROSS_71978,23.34887735212099,91.13024750721708,,Crossing,"Start of Road at Pepulia, near Pupulia Bridge",,,71978,71977
14051,R140,1.2577079299626468,LRP_CROSS_71979,23.449587390716705,91.17812042326905,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71979,71980
30861,Z1052,3.496031394555879,LRP_CROSS_71980,23.449587390716705,91.17812042326905,,Crossing,Road start from N120 at Chapapur Comilla.,,,71980,71979
14051,R140,13.199788303624182,LRP_CROSS_71981,23.35393692258708,91.138294528835,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71981,71982
14480,R141,0.23450604815039947,LRP_CROSS_71982,23.35393692258708,91.138294528835,,Crossing,Start of road from R 140 at Lalmai.,,,71982,71981
14480,R141,0.23450604815039947,LRP_CROSS_71983,23.35393692258708,91.138294528835,,Crossing,Start of road from R 140 at Lalmai.,,,71983,71984
30690,Z1049,0.2462270894357847,LRP_CROSS_71984,23.35393692258708,91.138294528835,,Crossing,Start of road from Z1401 at Mogbari Busstand.,,,71984,71983
14480,R141,0.23450604815039947,LRP_CROSS_71985,23.35393692258708,91.138294528835,,Crossing,Start of road from R 140 at Lalmai.,,,71985,71986
33727,Z1401,0.03919418299140801,LRP_CROSS_71986,23.35393692258708,91.138294528835,,Crossing,Start of Road from R 140 at Lalmai,,,71986,71985
14480,R141,0.23450604815039947,LRP_CROSS_71987,23.35393692258708,91.138294528835,,Crossing,Start of road from R 140 at Lalmai.,,,71987,71988
34977,Z1423,12.566406436452567,LRP_CROSS_71988,23.35393692258708,91.138294528835,,Crossing,"Start of Road at Pepulia, near Pupulia Bridge",,,71988,71987
14051,R140,26.766312695059963,LRP_CROSS_71989,23.270185021225913,91.0456078735056,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71989,71990
34254,Z1407,0.0010292216102894321,LRP_CROSS_71990,23.270185021225913,91.0456078735056,,Crossing,Start of Road from R140 at Muddafarganj.,,,71990,71989
14051,R140,26.766312695059963,LRP_CROSS_71991,23.270185021225913,91.0456078735056,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71991,71992
34541,Z1414,7.981062139044672,LRP_CROSS_71992,23.270185021225913,91.0456078735056,,Crossing,Start of Road at Laksam ghat Sawan Intersection with R 141,,,71992,71991
34254,Z1407,0.0010292216102894321,LRP_CROSS_71993,23.270185021225913,91.0456078735056,,Crossing,Start of Road from R140 at Muddafarganj.,,,71993,71994
34541,Z1414,7.981062139044672,LRP_CROSS_71994,23.270185021225913,91.0456078735056,,Crossing,Start of Road at Laksam ghat Sawan Intersection with R 141,,,71994,71993
14051,R140,70.53365216949821,LRP_CROSS_71995,23.206446548819546,90.68886187440977,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71995,71996
34448,Z1412,2.5221681202158104,LRP_CROSS_71996,23.206446548819546,90.68886187440977,,Crossing,"Start of road at Cold Storage mor, Chandpur",,,71996,71995
14051,R140,110.17737082832407,LRP_CROSS_71997,22.944018619616507,90.83379981472604,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71997,71998
14835,R145,0.2734160240529158,LRP_CROSS_71998,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 North Trimohoni,,,71998,71997
14051,R140,110.17737082832407,LRP_CROSS_71999,22.944018619616507,90.83379981472604,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,71999,72000
34082,Z1405,0.004996732159171248,LRP_CROSS_72000,22.944018619616507,90.83379981472604,,Crossing,Intersection with R140 at Ramgotimore Beside p.c office lakshmipur.,,,72000,71999
14051,R140,110.17737082832407,LRP_CROSS_72001,22.944018619616507,90.83379981472604,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72001,72002
34839,Z1422,37.41745272387962,LRP_CROSS_72002,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 near Hajiganj.,,,72002,72001
14051,R140,110.17737082832407,LRP_CROSS_72003,22.944018619616507,90.83379981472604,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72003,72004
36351,Z1510,0.007955215074360917,LRP_CROSS_72004,22.944018619616507,90.83379981472604,,Crossing,"Start at Madani, from R140",,,72004,72003
14835,R145,0.2734160240529158,LRP_CROSS_72005,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 North Trimohoni,,,72005,72006
34082,Z1405,0.004996732159171248,LRP_CROSS_72006,22.944018619616507,90.83379981472604,,Crossing,Intersection with R140 at Ramgotimore Beside p.c office lakshmipur.,,,72006,72005
14835,R145,0.2734160240529158,LRP_CROSS_72007,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 North Trimohoni,,,72007,72008
34839,Z1422,37.41745272387962,LRP_CROSS_72008,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 near Hajiganj.,,,72008,72007
14835,R145,0.2734160240529158,LRP_CROSS_72009,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 North Trimohoni,,,72009,72010
36351,Z1510,0.007955215074360917,LRP_CROSS_72010,22.944018619616507,90.83379981472604,,Crossing,"Start at Madani, from R140",,,72010,72009
34082,Z1405,0.004996732159171248,LRP_CROSS_72011,22.944018619616507,90.83379981472604,,Crossing,Intersection with R140 at Ramgotimore Beside p.c office lakshmipur.,,,72011,72012
34839,Z1422,37.41745272387962,LRP_CROSS_72012,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 near Hajiganj.,,,72012,72011
34082,Z1405,0.004996732159171248,LRP_CROSS_72013,22.944018619616507,90.83379981472604,,Crossing,Intersection with R140 at Ramgotimore Beside p.c office lakshmipur.,,,72013,72014
36351,Z1510,0.007955215074360917,LRP_CROSS_72014,22.944018619616507,90.83379981472604,,Crossing,"Start at Madani, from R140",,,72014,72013
34839,Z1422,37.41745272387962,LRP_CROSS_72015,22.944018619616507,90.83379981472604,,Crossing,Road start from R140 near Hajiganj.,,,72015,72016
36351,Z1510,0.007955215074360917,LRP_CROSS_72016,22.944018619616507,90.83379981472604,,Crossing,"Start at Madani, from R140",,,72016,72015
14051,R140,47.625121539350516,LRP_CROSS_72017,23.2508611,90.8497497,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72017,72018
30188,Z1044,40.346399957880685,LRP_CROSS_72018,23.2508611,90.8497497,,Crossing,Start of Road From N1 at Gouripur,,,72018,72017
14051,R140,47.625121539350516,LRP_CROSS_72019,23.2508611,90.8497497,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72019,72020
34839,Z1422,0.0,LRP_CROSS_72020,23.2508611,90.8497497,,Crossing,Road start from R140 near Hajiganj.,,,72020,72019
30188,Z1044,40.346399957880685,LRP_CROSS_72021,23.2508611,90.8497497,,Crossing,Start of Road From N1 at Gouripur,,,72021,72022
34839,Z1422,0.0,LRP_CROSS_72022,23.2508611,90.8497497,,Crossing,Road start from R140 near Hajiganj.,,,72022,72021
14051,R140,10.936142598174554,LRP_CROSS_72023,23.368097185538847,91.15246690491492,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72023,72024
14480,R141,0.10879804799620552,LRP_CROSS_72024,23.368097185538847,91.15246690491492,,Crossing,Start of road from R 140 at Lalmai.,,,72024,72023
14051,R140,10.936142598174554,LRP_CROSS_72025,23.368097185538847,91.15246690491492,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72025,72026
34977,Z1423,5.515859090701821,LRP_CROSS_72026,23.368097185538847,91.15246690491492,,Crossing,"Start of Road at Pepulia, near Pupulia Bridge",,,72026,72025
14480,R141,0.10879804799620552,LRP_CROSS_72027,23.368097185538847,91.15246690491492,,Crossing,Start of road from R 140 at Lalmai.,,,72027,72028
34977,Z1423,5.515859090701821,LRP_CROSS_72028,23.368097185538847,91.15246690491492,,Crossing,"Start of Road at Pepulia, near Pupulia Bridge",,,72028,72027
14051,R140,89.86301911096403,LRP_CROSS_72029,23.07618649920858,90.7709139084243,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72029,72030
36169,Z1466,0.017107868289288862,LRP_CROSS_72030,23.07618649920858,90.7709139084243,,Crossing,Road start from R140 at Moulo Bazar Faridganj.,,,72030,72029
14051,R140,94.58110973666605,LRP_CROSS_72031,23.0366589623962,90.768138872312,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72031,72032
36201,Z1472,8.841988454659989,LRP_CROSS_72032,23.0366589623962,90.768138872312,,Crossing,Road start from R140 at Sardarbari.,,,72032,72031
14051,R140,54.61636361284207,LRP_CROSS_72033,23.251120264285472,90.78534972021697,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72033,72034
36227,Z1482,0.01955395164431043,LRP_CROSS_72034,23.251120264285472,90.78534972021697,,Crossing,Start of road from R140 at Bakila,,,72034,72033
14051,R140,37.39022244179981,LRP_CROSS_72035,23.247969720559322,90.94915863375556,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72035,72036
30761,Z1050,0.09097597184440852,LRP_CROSS_72036,23.247969720559322,90.94915863375556,,Crossing,Start at road from R-140 at Kaliapara.,,,72036,72035
14051,R140,37.39022244179981,LRP_CROSS_72037,23.247969720559322,90.94915863375556,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,72037,72038
38380,Z1824,0.01021762404374103,LRP_CROSS_72038,23.247969720559322,90.94915863375556,,Crossing,"Road start from R140 at Doabhanga bazar ,Chadpur.",,,72038,72037
30761,Z1050,0.09097597184440852,LRP_CROSS_72039,23.247969720559322,90.94915863375556,,Crossing,Start at road from R-140 at Kaliapara.,,,72039,72040
38380,Z1824,0.01021762404374103,LRP_CROSS_72040,23.247969720559322,90.94915863375556,,Crossing,"Road start from R140 at Doabhanga bazar ,Chadpur.",,,72040,72039
14480,R141,13.002332933173282,LRP_CROSS_72041,23.24474986674669,91.12130476662665,,Crossing,Start of road from R 140 at Lalmai.,,,72041,72042
14820,R144,0.7939932776568219,LRP_CROSS_72042,23.24474986674669,91.12130476662665,,Crossing,Road start R 141  left at Laksam model collage road,,,72042,72041
14480,R141,13.002332933173282,LRP_CROSS_72043,23.24474986674669,91.12130476662665,,Crossing,Start of road from R 140 at Lalmai.,,,72043,72044
30376,Z1045,21.162673241055714,LRP_CROSS_72044,23.24474986674669,91.12130476662665,,Crossing,Start of road at Chouddagram at Intersection with N1,,,72044,72043
14480,R141,13.002332933173282,LRP_CROSS_72045,23.24474986674669,91.12130476662665,,Crossing,Start of road from R 140 at Lalmai.,,,72045,72046
30525,Z1048,0.14313092606477834,LRP_CROSS_72046,23.24474986674669,91.12130476662665,,Crossing,"Start of road at Daulatganj, Laksam",,,72046,72045
14820,R144,0.7939932776568219,LRP_CROSS_72047,23.24474986674669,91.12130476662665,,Crossing,Road start R 141  left at Laksam model collage road,,,72047,72048
30376,Z1045,21.162673241055714,LRP_CROSS_72048,23.24474986674669,91.12130476662665,,Crossing,Start of road at Chouddagram at Intersection with N1,,,72048,72047
14820,R144,0.7939932776568219,LRP_CROSS_72049,23.24474986674669,91.12130476662665,,Crossing,Road start R 141  left at Laksam model collage road,,,72049,72050
30525,Z1048,0.14313092606477834,LRP_CROSS_72050,23.24474986674669,91.12130476662665,,Crossing,"Start of road at Daulatganj, Laksam",,,72050,72049
30376,Z1045,21.162673241055714,LRP_CROSS_72051,23.24474986674669,91.12130476662665,,Crossing,Start of road at Chouddagram at Intersection with N1,,,72051,72052
30525,Z1048,0.14313092606477834,LRP_CROSS_72052,23.24474986674669,91.12130476662665,,Crossing,"Start of road at Daulatganj, Laksam",,,72052,72051
14480,R141,12.480399280626216,LRP_CROSS_72053,23.249961361440192,91.12051486644094,,Crossing,Start of road from R 140 at Lalmai.,,,72053,72054
34541,Z1414,0.07849735544500391,LRP_CROSS_72054,23.249961361440192,91.12051486644094,,Crossing,Start of Road at Laksam ghat Sawan Intersection with R 141,,,72054,72053
14820,R144,0.01755965603788983,LRP_CROSS_72055,23.249961361440192,91.12051486644094,,Crossing,Road start R 141  left at Laksam model collage road,,,72055,72056
34541,Z1414,0.07849735544500391,LRP_CROSS_72056,23.249961361440192,91.12051486644094,,Crossing,Start of Road at Laksam ghat Sawan Intersection with R 141,,,72056,72055
30376,Z1045,21.150064062628186,LRP_CROSS_72057,23.249961361440192,91.12051486644094,,Crossing,Start of road at Chouddagram at Intersection with N1,,,72057,72058
34541,Z1414,0.07849735544500391,LRP_CROSS_72058,23.249961361440192,91.12051486644094,,Crossing,Start of Road at Laksam ghat Sawan Intersection with R 141,,,72058,72057
14480,R141,8.691865132314808,LRP_CROSS_72059,23.28230664171922,91.12603231889247,,Crossing,Start of road from R 140 at Lalmai.,,,72059,72060
30425,Z1046,18.772904808181757,LRP_CROSS_72060,23.28230664171922,91.12603231889247,,Crossing,Start Of Road Front N1 at Miabazar,,,72060,72059
14480,R141,8.691865132314808,LRP_CROSS_72061,23.28230664171922,91.12603231889247,,Crossing,Start of road from R 140 at Lalmai.,,,72061,72062
30508,Z1047,0.0523141520079931,LRP_CROSS_72062,23.28230664171922,91.12603231889247,,Crossing,Road Start from R141 at HarishChar Bazar,,,72062,72061
30425,Z1046,18.772904808181757,LRP_CROSS_72063,23.28230664171922,91.12603231889247,,Crossing,Start Of Road Front N1 at Miabazar,,,72063,72064
