,road,chainage,lrp,lat,lon,gap,type,name,condition,bridgedual,idx,crossing
0,N1,81.84392720706576,LRP_CROSS_70767,23.47897342469162,91.11819280998023,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70767,70768
2103,N102,0.00022991212250921645,LRP_CROSS_70768,23.47897342469162,91.11819280998023,,Crossing,Start of road from N1 Mainamati,,,70768,70767
0,N1,144.94070487930685,LRP_CROSS_70769,23.009514696474774,91.38193688647992,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70769,70770
2402,N104,1.9070741833622251,LRP_CROSS_70770,23.009514696474774,91.38193688647992,,Crossing,Intersection with Z1031,,,70770,70769
0,N1,144.94070487930685,LRP_CROSS_70771,23.009514696474774,91.38193688647992,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70771,70772
3349,N112,0.213467497432988,LRP_CROSS_70772,23.009514696474774,91.38193688647992,,Crossing,Start of from N104 at Pach Gachia mor,,,70772,70771
0,N1,144.94070487930685,LRP_CROSS_70773,23.009514696474774,91.38193688647992,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70773,70774
29055,Z1031,5.4770637801725055,LRP_CROSS_70774,23.009514696474774,91.38193688647992,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70774,70773
2402,N104,1.9070741833622251,LRP_CROSS_70775,23.009514696474774,91.38193688647992,,Crossing,Intersection with Z1031,,,70775,70776
3349,N112,0.213467497432988,LRP_CROSS_70776,23.009514696474774,91.38193688647992,,Crossing,Start of from N104 at Pach Gachia mor,,,70776,70775
2402,N104,1.9070741833622251,LRP_CROSS_70777,23.009514696474774,91.38193688647992,,Crossing,Intersection with Z1031,,,70777,70778
29055,Z1031,5.4770637801725055,LRP_CROSS_70778,23.009514696474774,91.38193688647992,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70778,70777
3349,N112,0.213467497432988,LRP_CROSS_70779,23.009514696474774,91.38193688647992,,Crossing,Start of from N104 at Pach Gachia mor,,,70779,70780
29055,Z1031,5.4770637801725055,LRP_CROSS_70780,23.009514696474774,91.38193688647992,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70780,70779
0,N1,289.44859550905977,LRP_CROSS_70781,22.10214844308035,92.07413206090341,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70781,70782
3123,N108,0.0052480722421873165,LRP_CROSS_70782,22.10214844308035,92.07413206090341,,Crossing,Start of road from N1 at Keranirhat,,,70782,70781
0,N1,289.44859550905977,LRP_CROSS_70783,22.10214844308035,92.07413206090341,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70783,70784
28511,Z1019,0.3029398825389336,LRP_CROSS_70784,22.10214844308035,92.07413206090341,,Crossing,Road start from N1 at Satkaniya Rastar Matha.,,,70784,70783
3123,N108,0.0052480722421873165,LRP_CROSS_70785,22.10214844308035,92.07413206090341,,Crossing,Start of road from N1 at Keranirhat,,,70785,70786
28511,Z1019,0.3029398825389336,LRP_CROSS_70786,22.10214844308035,92.07413206090341,,Crossing,Road start from N1 at Satkaniya Rastar Matha.,,,70786,70785
0,N1,143.9029105218497,LRP_CROSS_70787,23.01876489114002,91.37053147315804,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70787,70788
28958,Z1030,0.264793587890796,LRP_CROSS_70788,23.01876489114002,91.37053147315804,,Crossing,Start at Intersection with N1 at Elahiganj.,,,70788,70787
0,N1,143.9029105218497,LRP_CROSS_70789,23.01876489114002,91.37053147315804,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70789,70790
31777,Z1083,0.012426344708131674,LRP_CROSS_70790,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031 at salauddin school road,,,70790,70789
2402,N104,2.818123331323001,LRP_CROSS_70791,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031,,,70791,70792
28958,Z1030,0.264793587890796,LRP_CROSS_70792,23.01876489114002,91.37053147315804,,Crossing,Start at Intersection with N1 at Elahiganj.,,,70792,70791
2402,N104,2.818123331323001,LRP_CROSS_70793,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031,,,70793,70794
31777,Z1083,0.012426344708131674,LRP_CROSS_70794,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031 at salauddin school road,,,70794,70793
3349,N112,1.2162774752412489,LRP_CROSS_70795,23.01876489114002,91.37053147315804,,Crossing,Start of from N104 at Pach Gachia mor,,,70795,70796
28958,Z1030,0.264793587890796,LRP_CROSS_70796,23.01876489114002,91.37053147315804,,Crossing,Start at Intersection with N1 at Elahiganj.,,,70796,70795
3349,N112,1.2162774752412489,LRP_CROSS_70797,23.01876489114002,91.37053147315804,,Crossing,Start of from N104 at Pach Gachia mor,,,70797,70798
31777,Z1083,0.012426344708131674,LRP_CROSS_70798,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031 at salauddin school road,,,70798,70797
28958,Z1030,0.264793587890796,LRP_CROSS_70799,23.01876489114002,91.37053147315804,,Crossing,Start at Intersection with N1 at Elahiganj.,,,70799,70800
29055,Z1031,4.380823658015276,LRP_CROSS_70800,23.01876489114002,91.37053147315804,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70800,70799
28958,Z1030,0.264793587890796,LRP_CROSS_70801,23.01876489114002,91.37053147315804,,Crossing,Start at Intersection with N1 at Elahiganj.,,,70801,70802
31777,Z1083,0.012426344708131674,LRP_CROSS_70802,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031 at salauddin school road,,,70802,70801
29055,Z1031,4.380823658015276,LRP_CROSS_70803,23.01876489114002,91.37053147315804,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70803,70804
31777,Z1083,0.012426344708131674,LRP_CROSS_70804,23.01876489114002,91.37053147315804,,Crossing,Intersection with Z1031 at salauddin school road,,,70804,70803
0,N1,100.08538580966102,LRP_CROSS_70805,23.380487521742683,91.23830242550271,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70805,70806
3363,N120,17.8258118500007,LRP_CROSS_70806,23.380487521742683,91.23830242550271,,Crossing,"Start of road N1 at Alaker Chor, Comilla.",,,70806,70805
0,N1,215.87326148235383,LRP_CROSS_70807,22.5016385131493,91.7134621605885,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70807,70808
3436,N129,2.78349498175557,LRP_CROSS_70808,22.5016385131493,91.7134621605885,,Crossing,Start of road from N1,,,70808,70807
0,N1,8.743007384842603,LRP_CROSS_70809,23.706002137671927,90.52135836232807,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70809,70810
3445,N2,0.014588205657184702,LRP_CROSS_70810,23.706002137671927,90.52135836232807,,Crossing,Road Start from N1 at Katchpur,,,70810,70809
0,N1,8.743007384842603,LRP_CROSS_70811,23.706002137671927,90.52135836232807,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70811,70812
13717,R110,9.502019462750297,LRP_CROSS_70812,23.706002137671927,90.52135836232807,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,70812,70811
3445,N2,0.014588205657184702,LRP_CROSS_70813,23.706002137671927,90.52135836232807,,Crossing,Road Start from N1 at Katchpur,,,70813,70814
13717,R110,9.502019462750297,LRP_CROSS_70814,23.706002137671927,90.52135836232807,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,70814,70813
0,N1,11.934825208381046,LRP_CROSS_70815,23.69040813403465,90.54659105005564,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70815,70816
2565,N105,0.0019871287927849366,LRP_CROSS_70816,23.69040813403465,90.54659105005564,,Crossing,"Starts of road from N1,Dhaka teknaf road at Madanpur.",,,70816,70815
0,N1,11.934825208381046,LRP_CROSS_70817,23.69040813403465,90.54659105005564,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70817,70818
13811,R113,0.004529320573669032,LRP_CROSS_70818,23.69040813403465,90.54659105005564,,Crossing,Start of Road from N1and R105at Madanpur Intersection,,,70818,70817
2565,N105,0.0019871287927849366,LRP_CROSS_70819,23.69040813403465,90.54659105005564,,Crossing,"Starts of road from N1,Dhaka teknaf road at Madanpur.",,,70819,70820
13811,R113,0.004529320573669032,LRP_CROSS_70820,23.69040813403465,90.54659105005564,,Crossing,Start of Road from N1and R105at Madanpur Intersection,,,70820,70819
0,N1,91.4249075920898,LRP_CROSS_70821,23.419033335831266,91.17235577564155,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70821,70822
14051,R140,4.759279481154761,LRP_CROSS_70822,23.419033335831266,91.17235577564155,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,70822,70821
0,N1,91.4249075920898,LRP_CROSS_70823,23.419033335831266,91.17235577564155,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70823,70824
30808,Z1051,4.332437865526714,LRP_CROSS_70824,23.419033335831266,91.17235577564155,,Crossing,Start of road from Z1052,,,70824,70823
14051,R140,4.759279481154761,LRP_CROSS_70825,23.419033335831266,91.17235577564155,,Crossing,Road Start at Comilla Zero Point Any Round About at Kandirpar,,,70825,70826
30808,Z1051,4.332437865526714,LRP_CROSS_70826,23.419033335831266,91.17235577564155,,Crossing,Start of road from Z1052,,,70826,70825
0,N1,264.237,LRP_CROSS_70827,22.291833,91.9823327,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70827,70828
16067,R170,0.0,LRP_CROSS_70828,22.291833,91.9823327,,Crossing,Road start from N1 (Dhaka Teknaf) road at Patiya bazar.,,,70828,70827
0,N1,264.237,LRP_CROSS_70829,22.291833,91.9823327,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70829,70830
29684,Z1039,0.2735056232676406,LRP_CROSS_70830,22.291833,91.9823327,,Crossing,Road Start from N1 at Sreemai Pole Palia.,,,70830,70829
0,N1,264.237,LRP_CROSS_70831,22.291833,91.9823327,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70831,70832
31036,Z1057,0.08728865363368703,LRP_CROSS_70832,22.291833,91.9823327,,Crossing,Start at road from N1 at Patiya,,,70832,70831
0,N1,264.237,LRP_CROSS_70833,22.291833,91.9823327,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70833,70834
31060,Z1059,0.12250966464637218,LRP_CROSS_70834,22.291833,91.9823327,,Crossing,Start road from  N1 at Patiya.,,,70834,70833
16067,R170,0.0,LRP_CROSS_70835,22.291833,91.9823327,,Crossing,Road start from N1 (Dhaka Teknaf) road at Patiya bazar.,,,70835,70836
29684,Z1039,0.2735056232676406,LRP_CROSS_70836,22.291833,91.9823327,,Crossing,Road Start from N1 at Sreemai Pole Palia.,,,70836,70835
16067,R170,0.0,LRP_CROSS_70837,22.291833,91.9823327,,Crossing,Road start from N1 (Dhaka Teknaf) road at Patiya bazar.,,,70837,70838
31036,Z1057,0.08728865363368703,LRP_CROSS_70838,22.291833,91.9823327,,Crossing,Start at road from N1 at Patiya,,,70838,70837
16067,R170,0.0,LRP_CROSS_70839,22.291833,91.9823327,,Crossing,Road start from N1 (Dhaka Teknaf) road at Patiya bazar.,,,70839,70840
31060,Z1059,0.12250966464637218,LRP_CROSS_70840,22.291833,91.9823327,,Crossing,Start road from  N1 at Patiya.,,,70840,70839
29684,Z1039,0.2735056232676406,LRP_CROSS_70841,22.291833,91.9823327,,Crossing,Road Start from N1 at Sreemai Pole Palia.,,,70841,70842
31036,Z1057,0.08728865363368703,LRP_CROSS_70842,22.291833,91.9823327,,Crossing,Start at road from N1 at Patiya,,,70842,70841
29684,Z1039,0.2735056232676406,LRP_CROSS_70843,22.291833,91.9823327,,Crossing,Road Start from N1 at Sreemai Pole Palia.,,,70843,70844
31060,Z1059,0.12250966464637218,LRP_CROSS_70844,22.291833,91.9823327,,Crossing,Start road from  N1 at Patiya.,,,70844,70843
31036,Z1057,0.08728865363368703,LRP_CROSS_70845,22.291833,91.9823327,,Crossing,Start at road from N1 at Patiya,,,70845,70846
31060,Z1059,0.12250966464637218,LRP_CROSS_70846,22.291833,91.9823327,,Crossing,Start road from  N1 at Patiya.,,,70846,70845
0,N1,338.49606635942166,LRP_CROSS_70847,21.712128178085404,92.08211114312627,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70847,70848
27680,Z1005,1.959617605092418,LRP_CROSS_70848,21.712128178085404,92.08211114312627,,Crossing,Road Start from N1 at Haser Dighi Chokoria,,,70848,70847
0,N1,62.270993531619546,LRP_CROSS_70849,23.50428137153909,90.9353886,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70849,70850
28382,Z1017,0.0004593028664310206,LRP_CROSS_70850,23.50428137153909,90.9353886,,Crossing,Start of Road,,,70850,70849
0,N1,250.44313945753416,LRP_CROSS_70851,22.291676434484252,91.86962705498581,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70851,70852
28466,Z1018,0.0023840148123226465,LRP_CROSS_70852,22.291676434484252,91.86962705498581,,Crossing,Road start from N1 at Crossing Bazar Shikalbaha Chittagong.,,,70852,70851
0,N1,181.47011487664147,LRP_CROSS_70853,22.777061052301836,91.57135880344288,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70853,70854
28612,Z1021,0.011848385466137106,LRP_CROSS_70854,22.777061052301836,91.57135880344288,,Crossing,Start of road from N1 at Miresarai.,,,70854,70853
0,N1,69.6334861170169,LRP_CROSS_70855,23.489403682729094,91.00352877041595,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70855,70856
3359,N119,1.3063812992215071,LRP_CROSS_70856,23.489403682729094,91.00352877041595,,Crossing,"Start of road from N1 at Palki Chinema Hall , Chandin, Comilla.",,,70856,70855
0,N1,69.6334861170169,LRP_CROSS_70857,23.489403682729094,91.00352877041595,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70857,70858
27963,Z1008,0.0069166459888674115,LRP_CROSS_70858,23.489403682729094,91.00352877041595,,Crossing,Start of Road from N1 at Chandina.,,,70858,70857
0,N1,69.6334861170169,LRP_CROSS_70859,23.489403682729094,91.00352877041595,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70859,70860
28675,Z1022,13.58831267176894,LRP_CROSS_70860,23.489403682729094,91.00352877041595,,Crossing,Start from Z1401 at Jhalam,,,70860,70859
3359,N119,1.3063812992215071,LRP_CROSS_70861,23.489403682729094,91.00352877041595,,Crossing,"Start of road from N1 at Palki Chinema Hall , Chandin, Comilla.",,,70861,70862
27963,Z1008,0.0069166459888674115,LRP_CROSS_70862,23.489403682729094,91.00352877041595,,Crossing,Start of Road from N1 at Chandina.,,,70862,70861
3359,N119,1.3063812992215071,LRP_CROSS_70863,23.489403682729094,91.00352877041595,,Crossing,"Start of road from N1 at Palki Chinema Hall , Chandin, Comilla.",,,70863,70864
28675,Z1022,13.58831267176894,LRP_CROSS_70864,23.489403682729094,91.00352877041595,,Crossing,Start from Z1401 at Jhalam,,,70864,70863
27963,Z1008,0.0069166459888674115,LRP_CROSS_70865,23.489403682729094,91.00352877041595,,Crossing,Start of Road from N1 at Chandina.,,,70865,70866
28675,Z1022,13.58831267176894,LRP_CROSS_70866,23.489403682729094,91.00352877041595,,Crossing,Start from Z1401 at Jhalam,,,70866,70865
0,N1,85.89921832889928,LRP_CROSS_70867,23.45900205373887,91.14241361710697,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70867,70868
3363,N120,1.4306404206992624,LRP_CROSS_70868,23.45900205373887,91.14241361710697,,Crossing,"Start of road N1 at Alaker Chor, Comilla.",,,70868,70867
0,N1,85.89921832889928,LRP_CROSS_70869,23.45900205373887,91.14241361710697,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70869,70870
28895,Z1029,2.3942115125950583,LRP_CROSS_70870,23.45900205373887,91.14241361710697,,Crossing,Start of Road from Dherampur,,,70870,70869
0,N1,85.89921832889928,LRP_CROSS_70871,23.45900205373887,91.14241361710697,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70871,70872
30861,Z1052,6.985500006680678,LRP_CROSS_70872,23.45900205373887,91.14241361710697,,Crossing,Road start from N120 at Chapapur Comilla.,,,70872,70871
3363,N120,1.4306404206992624,LRP_CROSS_70873,23.45900205373887,91.14241361710697,,Crossing,"Start of road N1 at Alaker Chor, Comilla.",,,70873,70874
28895,Z1029,2.3942115125950583,LRP_CROSS_70874,23.45900205373887,91.14241361710697,,Crossing,Start of Road from Dherampur,,,70874,70873
3363,N120,1.4306404206992624,LRP_CROSS_70875,23.45900205373887,91.14241361710697,,Crossing,"Start of road N1 at Alaker Chor, Comilla.",,,70875,70876
30861,Z1052,6.985500006680678,LRP_CROSS_70876,23.45900205373887,91.14241361710697,,Crossing,Road start from N120 at Chapapur Comilla.,,,70876,70875
28895,Z1029,2.3942115125950583,LRP_CROSS_70877,23.45900205373887,91.14241361710697,,Crossing,Start of Road from Dherampur,,,70877,70878
30861,Z1052,6.985500006680678,LRP_CROSS_70878,23.45900205373887,91.14241361710697,,Crossing,Road start from N120 at Chapapur Comilla.,,,70878,70877
0,N1,143.034,LRP_CROSS_70879,23.0248327,91.3655278,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70879,70880
3349,N112,1.6341276888357723,LRP_CROSS_70880,23.0248327,91.3655278,,Crossing,Start of from N104 at Pach Gachia mor,,,70880,70879
0,N1,143.034,LRP_CROSS_70881,23.0248327,91.3655278,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70881,70882
29055,Z1031,3.2192971066774763,LRP_CROSS_70882,23.0248327,91.3655278,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70882,70881
3349,N112,1.6341276888357723,LRP_CROSS_70883,23.0248327,91.3655278,,Crossing,Start of from N104 at Pach Gachia mor,,,70883,70884
29055,Z1031,3.2192971066774763,LRP_CROSS_70884,23.0248327,91.3655278,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70884,70883
0,N1,140.12177174007348,LRP_CROSS_70885,23.050633025414434,91.36431735945622,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70885,70886
29055,Z1031,1.2516468176572904,LRP_CROSS_70886,23.050633025414434,91.36431735945622,,Crossing,"Start from Rahman filling station at Mohhamad Ali bazar, Intersection with N1 at Mohhamad Ali bazar.",,,70886,70885
0,N1,161.5887830057583,LRP_CROSS_70887,22.94388871257424,91.5108892877507,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70887,70888
29175,Z1032,11.242958122383737,LRP_CROSS_70888,22.94388871257424,91.5108892877507,,Crossing,Intersection  with Z1031 at Chhagalnaiya,,,70888,70887
0,N1,149.4549725700394,LRP_CROSS_70889,22.98671831557334,91.41115261221275,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70889,70890
29326,Z1034,2.683591697565374,LRP_CROSS_70890,22.98671831557334,91.41115261221275,,Crossing,Start of road from Intersection of N104 & Z1031 at Shahid Minar more.,,,70890,70889
0,N1,278.013,LRP_CROSS_70891,22.1917219,92.0453608,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70891,70892
29541,Z1036,1.0,LRP_CROSS_70892,22.1917219,92.0453608,,Crossing,Start of road from Hasimpur railway station,,,70892,70891
0,N1,55.47608677322658,LRP_CROSS_70893,23.512662502783794,90.87142300539746,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70893,70894
29964,Z1042,0.0027658655638462004,LRP_CROSS_70894,23.512662502783794,90.87142300539746,,Crossing,Start of Road from N1 at Eliotganj.,,,70894,70893
0,N1,88.87216347007373,LRP_CROSS_70895,23.434335566838985,91.15334174770516,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70895,70896
30808,Z1051,1.4800546577304936,LRP_CROSS_70896,23.434335566838985,91.15334174770516,,Crossing,Start of road from Z1052,,,70896,70895
0,N1,88.87216347007373,LRP_CROSS_70897,23.434335566838985,91.15334174770516,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70897,70898
30861,Z1052,8.48980554425158,LRP_CROSS_70898,23.434335566838985,91.15334174770516,,Crossing,Road start from N120 at Chapapur Comilla.,,,70898,70897
30808,Z1051,1.4800546577304936,LRP_CROSS_70899,23.434335566838985,91.15334174770516,,Crossing,Start of road from Z1052,,,70899,70900
30861,Z1052,8.48980554425158,LRP_CROSS_70900,23.434335566838985,91.15334174770516,,Crossing,Road start from N120 at Chapapur Comilla.,,,70900,70899
28895,Z1029,1.8252232638155488,LRP_CROSS_70901,23.446846079722505,91.148174970057,,Crossing,Start of Road from Dherampur,,,70901,70902
30808,Z1051,0.29728592807015464,LRP_CROSS_70902,23.446846079722505,91.148174970057,,Crossing,Start of road from Z1052,,,70902,70901
0,N1,38.466,LRP_CROSS_70903,23.5314716,90.7172216,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70903,70904
31032,Z1055,1.0049693039696193,LRP_CROSS_70904,23.5314716,90.7172216,,Crossing,"Start of road from N1 at Daudkandi Pouro Central Mosque, Comilla",,,70904,70903
0,N1,38.466,LRP_CROSS_70905,23.5314716,90.7172216,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70905,70906
31141,Z1062,0.0,LRP_CROSS_70906,23.5314716,90.7172216,,Crossing,Start of road from N-1 at Daudkandi.,,,70906,70905
31032,Z1055,1.0049693039696193,LRP_CROSS_70907,23.5314716,90.7172216,,Crossing,"Start of road from N1 at Daudkandi Pouro Central Mosque, Comilla",,,70907,70908
31141,Z1062,0.0,LRP_CROSS_70908,23.5314716,90.7172216,,Crossing,Start of road from N-1 at Daudkandi.,,,70908,70907
0,N1,247.96373119125442,LRP_CROSS_70909,22.310317000869507,91.8573185817956,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70909,70910
31263,Z1065,0.02240796990189014,LRP_CROSS_70910,22.310317000869507,91.8573185817956,,Crossing,start of road from N1 at Maizzertek,,,70910,70909
0,N1,247.96373119125442,LRP_CROSS_70911,22.310317000869507,91.8573185817956,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70911,70912
37683,Z1804,0.0338247033403655,LRP_CROSS_70912,22.310317000869507,91.8573185817956,,Crossing,Start of Road from N1 at Maizzertek,,,70912,70911
31263,Z1065,0.02240796990189014,LRP_CROSS_70913,22.310317000869507,91.8573185817956,,Crossing,start of road from N1 at Maizzertek,,,70913,70914
37683,Z1804,0.0338247033403655,LRP_CROSS_70914,22.310317000869507,91.8573185817956,,Crossing,Start of Road from N1 at Maizzertek,,,70914,70913
0,N1,255.70955414014094,LRP_CROSS_70915,22.309816508027822,91.91588387004478,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70915,70916
3081,N107,10.328753675181321,LRP_CROSS_70916,22.309816508027822,91.91588387004478,,Crossing,Start of Road from Kalurghat Bridge End,,,70916,70915
0,N1,255.70955414014094,LRP_CROSS_70917,22.309816508027822,91.91588387004478,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70917,70918
31471,Z1070,1.0379149409176325,LRP_CROSS_70918,22.309816508027822,91.91588387004478,,Crossing,Start of road from N107,,,70918,70917
3081,N107,10.328753675181321,LRP_CROSS_70919,22.309816508027822,91.91588387004478,,Crossing,Start of Road from Kalurghat Bridge End,,,70919,70920
31471,Z1070,1.0379149409176325,LRP_CROSS_70920,22.309816508027822,91.91588387004478,,Crossing,Start of road from N107,,,70920,70919
0,N1,252.9872447337693,LRP_CROSS_70921,22.300041326651268,91.89164573179322,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70921,70922
31563,Z1071,0.01058861318804128,LRP_CROSS_70922,22.300041326651268,91.89164573179322,,Crossing,Road start from N1 at Santirhat,,,70922,70921
0,N1,157.68900900320898,LRP_CROSS_70923,22.948362925383762,91.47617730461297,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70923,70924
31667,Z1081,22.071385013641823,LRP_CROSS_70924,22.948362925383762,91.47617730461297,,Crossing,Road start at Intersection with Z1033 at Munshirhat.,,,70924,70923
0,N1,194.60348057746177,LRP_CROSS_70925,22.673318207270796,91.62812264578945,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70925,70926
31933,Z1086,0.004555642254513814,LRP_CROSS_70926,22.673318207270796,91.62812264578945,,Crossing,Start of Road from N 1  at Baroirdala.,,,70926,70925
0,N1,206.39657588420346,LRP_CROSS_70927,22.580710811419628,91.67992227590668,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70927,70928
31990,Z1087,0.006849114940363029,LRP_CROSS_70928,22.580710811419628,91.67992227590668,,Crossing,Start of road from N1 of Barabkunda,,,70928,70927
0,N1,19.763091758084986,LRP_CROSS_70929,23.636156030639704,90.59545024302845,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70929,70930
31257,Z1064,0.26959959695048186,LRP_CROSS_70930,23.636156030639704,90.59545024302845,,Crossing,Strat of Road from Z 1089,,,70930,70929
0,N1,19.763091758084986,LRP_CROSS_70931,23.636156030639704,90.59545024302845,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70931,70932
31357,Z1066,0.06376599310359943,LRP_CROSS_70932,23.636156030639704,90.59545024302845,,Crossing,Start of road from N1 at Sonargaon,,,70932,70931
0,N1,19.763091758084986,LRP_CROSS_70933,23.636156030639704,90.59545024302845,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70933,70934
32084,Z1089,0.07122955113874961,LRP_CROSS_70934,23.636156030639704,90.59545024302845,,Crossing,Start of road from N1 of Mograpara.,,,70934,70933
31257,Z1064,0.26959959695048186,LRP_CROSS_70935,23.636156030639704,90.59545024302845,,Crossing,Strat of Road from Z 1089,,,70935,70936
31357,Z1066,0.06376599310359943,LRP_CROSS_70936,23.636156030639704,90.59545024302845,,Crossing,Start of road from N1 at Sonargaon,,,70936,70935
31257,Z1064,0.26959959695048186,LRP_CROSS_70937,23.636156030639704,90.59545024302845,,Crossing,Strat of Road from Z 1089,,,70937,70938
32084,Z1089,0.07122955113874961,LRP_CROSS_70938,23.636156030639704,90.59545024302845,,Crossing,Start of road from N1 of Mograpara.,,,70938,70937
31357,Z1066,0.06376599310359943,LRP_CROSS_70939,23.636156030639704,90.59545024302845,,Crossing,Start of road from N1 at Sonargaon,,,70939,70940
32084,Z1089,0.07122955113874961,LRP_CROSS_70940,23.636156030639704,90.59545024302845,,Crossing,Start of road from N1 of Mograpara.,,,70940,70939
0,N1,0.8185583033810016,LRP_CROSS_70941,23.70263603108675,90.45080504296426,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70941,70942
13717,R110,1.45821030497489,LRP_CROSS_70942,23.70263603108675,90.45080504296426,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,70942,70941
0,N1,0.8185583033810016,LRP_CROSS_70943,23.70263603108675,90.45080504296426,,Crossing,Start of Road  after Jatrabari Flyover infront of filling station.,,,70943,70944
32446,Z1101,1.2034343825371447,LRP_CROSS_70944,23.70263603108675,90.45080504296426,,Crossing,Road start with R110 at matuail.,,,70944,70943
13717,R110,1.45821030497489,LRP_CROSS_70945,23.70263603108675,90.45080504296426,,Crossing,Road Start  from old intersection of N 1 & N 8 at Jatrabari.,,,70945,70946
